;Topico1
"momento museodantioquia comienza presentacion libro testamento espiritual francisco antonio labelurl
";0.79948
"libro comunicacion transmedia contiene aportes grupo investigadores trabajan medialab eafit labelurl
";0.7992
"pueden ver campusglobal hoy politicas internacionales candidatos presidencia unidos labelurl
";0.79871
"rt facisouniandes inauguramos coleccion nuevas voces obras nina cabra cristina perez hugo fazio somoscienciassociales
";0.7983
"directivos instituciones ciudad present encuentro universidades paz plaza luces labelurl
";0.79638
"rt comsabana si alcanzar eventos simultanea asi habla carmuniz2011 semanacomsabana
";0.79634
"franklin cuero emplea tecnicas relajacion respiracion mejorar vinculo estudiantes descubra labelurl
";0.79605
"listos comenzar congreso internacional pedagogia infancia educaunisabana paz infancia colombia labelurl
";0.79602
"rt innoveco panel final antioquiasostenible rectores eafit upbcolombia presidente proantioquia1 labelurl
";0.79536
"si medellin conferencia resiliencia organizacional fernando veliz julio 11 inscripciones labelurl
";0.79414
"rt urbameafit maestria procesos urbanos ambientales eafit manana cierra inscripciones labelurl
";0.794
"gustavo garcia docente ecofineafit participo elaboracion informe competitividad colombiacompite
";0.79355
"7 abril esperamos presentacion nuevo album senornaranjo falten entrada libre labelurl
";0.79301
"manana transmision conferencia naciones unidas comercio desarrollo unctad bloque 19 90 labelurl
";0.79291
"rt sebastiansilvac obduliovp rector unisabana habla hora sostenibilidad universitaria foro universidadyempres
";0.79093
"hoy mibicipostobon unomastodosco labelurl
";0.79079
"riesgo tormentas campus labelurl
";0.79075
"riesgo tormentas campus labelurl
";0.79075
"hoyeneafit pierdan encuentro labelurl
";0.7907
"sebastianarizas podemos ayudarte
";0.79067
"hoy viernes semanacomsabana labelurl
";0.79048
"existen actividades posconflicto pueden servir recuperar zonas afectadas explotacion labelurl
";0.79045
"minutos foro beneficiosdelapaz labelurl labelurl
";0.79045
"rt vriun boletin investiga 287 acceso recursos geneticos curso etica animales unal labelurl labelurl
";0.79018
"articulo empresas direccion labelurl
";0.7899
"rt cadenagaitan esperamos eafit semana eventos globales acento local pilas maestriaurbam tertuliadegaraje labelurl
";0.78985
"comienza opencampus2017 bienvenidos labelurl
";0.78979
"comienzo eafit conferencia movilidad sostenible retos medellin area metropolitana labelurl
";0.78951
"miercoles marzo unisabana labelurl
";0.78937
"programateun martes 15 foro innovacion rural agropecuaria vriun forossemana cundinamarcagob labelurl
";0.78929
"programateun jornada internacional design think viernes 11 nov 800 be labelurl
";0.78928
"rt larepublicaco momento iniciamos foro universidadyempresa club nogal transmision vivo labelurl
";0.78925
"gerenciademarca creatividad unisabana labelurl
";0.7891
"eafit unmanizales aportan tratamiento aguas residuales contaminadas cianuro labelurl labelurl
";0.78882
"aalloza larepublicaco reputacioncorporativa hoy leccion magistral comestrategicam comsabana labelurl
";0.78873
"miercoles sera eafit conferencia innovando traves organizaciones ambidiestras inscripciones labelurl
";0.78867
"grupos estudiantiles elementos clave educacion formacion estudiantes juan luis mejia ar labelurl
";0.78829
"damos inicio inauguracion hospitalun juanmansantos ginaparody mantillaignacio diegofhl orgulloun labelurl
";0.78777
"rector uniandes pablo navas da bienvenida participantes isdrsociety vea senal vivo labelurl
";0.78776
"medellin vamos espacio discusion alcalde ficogutierrez realizara eafit jueves
";0.78752
"rt biblioeafit capacitacion base datos pivot universidad eafit jueves 9 febrero 8 11 be inscribase labelurl
";0.78744
"rt jrestrp bienvenidos profesores andreas von hirsch klaus gunther jornadas intnales derecho penal urosarionews labelurl
";0.78735
"proximo miercoles esperamos presentacion informe educacion superior america latina cari labelurl
";0.78694
"vivi mejor experiencia vida corea sur lina marcela gomez estudiante rr ii labelurl
";0.7867
"rt museosenvivo invitados museo leopoldo rother ciudadunal uncolombia 2016 labelurl
";0.78631
"manana pierdan presentacion informe educacion superior america latina caribe esperamo labelurl
";0.78595
"comunidadun aun tiempo inscribirte asistir debatesun salud manana 900 be labelurl
";0.78558
"rt elespectador hablamos implementacion codigo policia malbarracin ficogutierrez generalnietor labelurl
";0.78485
"humorista alexandra montoya alexandramonto explica mamarle gallo tedxunisabana labelurl via portafolioco
";0.78463
"atencion habra cierre avenida vegas call 4 sur 12 sur proximo fin semana
";0.78449
"impulsar desarrollo economico pais si hacemos juntos podemos ir mas mclacouture foro universidadyempresa
";0.78359
"capitulo hoy invitados dialogan propuestas diversos sectores sociedad civil labelurl
";0.78348
"proximo martes comienza celebracion 40 anos pregrado contaduria publica esperamos labelurl
";0.78342
"uremprende diadelainnovacion2017 victormalagon inspira ser emprendedores mostrandonos hablandonos emprendimiento
";0.78309
"nueva maestria desarrollo infantil educaunisabana accion educativa deja huella labelurl
";0.78298
"rt ecofineafit eafit manana sabado hablara clave economia eduardoalora lacealames16 labelurl
";0.7829
"rt conectateu entrevista semestre profesor jduart uocuniversidad acompanara varias investigaciones labelurl
";0.78287
"lanzamiento reto capitales 8 agosto invitamos participar 200 pm bloque 17 labelurl
";0.78221
"egresado eafit orgullo digo tesis campana candidato alcaldia labelurl
";0.78204
"capoliticoeafit invita proximo miercoles 2 agosto lanzamiento libro orden libertad labelurl
";0.7819
"rt jrestrp reunido embajador reino unido colombia buscando fortalecer relacion academica urosarionews naciones qu
";0.78157
"noticiaun redemprendia resalta liderazgo innovador uncolombia labelurl catedra labelurl
";0.78101
"miercoles esperamos evento apertura programa aprendizaje partir 1100 be fa labelurl
";0.781
"participa semana bienestar realizara 18 21 octubre bienestareafit labelurl labelurl
";0.78054
"rt educaunisabana buenos dias damos inicio primer congreso directivos docentes liderazgo gestioncundinamarcagob unisabana htt
";0.78014
"manana pierdan partir 200 pm conversatorio blend learn learn mobile learn labelurl
";0.7801
"esperamos manana auditorio 19522 conferencia emprendimiento crecimiento verde creando empresas labelurl
";0.77982
"espacios ayudan construir confianza ciudadana felicitaciones sigamos trabajando juntos ficogutierrez livelanguages
";0.77944
"alcaldes secretarios queremos apoyarlos aporte desarrollo region mauricio tobon labelurl
";0.77922
"libro orden libertad habla cultura politica construccion respetuoso labelurl
";0.77917
"hoyeneafit comienza escribirse historia proyecto desarmados esperamos partir 900 be
";0.77882
"rt upbcolombia concierto orquesta sinfonica eafit rinde homenaje universidad upb80anos labelurl
";0.77723
"conmemoramos 40 anos programa siempre aportado sociedad juan luis mejia arango rector eafit labelurl
";0.77687
"hoy mundo eafit estudiantes extranjeros presentan paises noche internacional labelurl
";0.77673
"faltan do dias trueque literario libro abierto esperamos jueves 1000 be ver labelurl
";0.77615
"rt ueesec dr joaquin hernandez rector uees visita eafit medellin colombia entablar dialogos autoridades internatio
";0.776
"seminario red historia economica dio inicio actividades lacealames16 labelurl labelurl
";0.77585
"rt facultadartes hoy intervencion artistica espacios publicos philip horts labelurl labelurl
";0.77538
"vuelve trueque literario libro abierto toda ciudad invitada 11 mayo 1000 be
";0.77509
"universidad mundo dias repiensa espacio inspiracreatransforma rector eafit labelurl
";0.77488
"rt ctaunisabana comenzamos preparar edificio k unisabana vi semana inmersion tecnologica situnisabana labelurl
";0.77486
"rt elmundomedellin udea eafit patentaron dispositivo aneurismas cerebrales labelurl
";0.77428
"hoyeneafit medios comunicacion conocen lacealames16 lacealames2016 evento economia vivira labelurl
";0.77412
"libro orden libertad estructura profundiza matrices culturales llevan cump labelurl
";0.77341
"expertos eafit analizan malas practicas humanas contribuyen impacto nina mayor labelurl
";0.77333
"23 25 marzo habra restriccion carros motos 2 4 tiempos campus eafit ver mas
";0.77283
"rt areametropol rector eafit juan luis mejia reflexiona necesidad humanizar traves cultura acuerdos paz
";0.77283
"rt ctaunisabana gracias profesores unisabana acompanaron vi semana inmersion pronto estaran disponibles memo
";0.77175
"lea elmundomedellin eafit presentara libro obra fernando gonzalez semana labelurl
";0.77173
"rt facisouniandes feliz viernes hoy clasealacalle julieta lemaitre amoterocleves juan pablo aranguren labelurl
";0.77067
"recuerden manana presenta observatorio competitividad oriente antioqueno entrada libre inscripci labelurl
";0.77062
"rt behrentz renovando convenio cooperacion 50 anos uniandes justus liebiguniversitat gieen jlugiessen orgullo ambas i
";0.76992
"sufrido saber escribir veces atasco pensar si historia buena labelurl
";0.76954
"decimos compra terrenos institucion proyecto renovacion can yodefiendolaunal labelurl
";0.76937
"empresas aportan ods construccion publico gestion responsable isaconexiones
";0.76934
"rt ethejournal new youtube channel labelurl 4 videos available that introduce publish article cc conectateu uocun
";0.76876
"rt apgguzman intangibles estrategicos tema momento construccion reputacion labelurl
";0.76812
"yesid reyes alvarado ex ministro justicia propuso colombia logro foroungasscol labelurl
";0.76794
"podemos seguir modelo dependiente materias primas ivanduque lospresidenciables2018
";0.76789
"alexolayacastro magister fisica universidad andes abre jornada tedxbogotam labelurl
";0.76662
"rt opusdeicolombia carta prelado junio labelurl contento dios llamado darle conocer
";0.76615
"ser profesor titular ser profesor insignia obduliovp nuevosprofesorestitulares unisabana labelurl
";0.7659
"uso recursos naturales prima cualquier diseno maneja empresas panel empresarios pactoglobal eafit
";0.76577
"elfuturodecolombia instalacion conferencia jrestrp robertopomboh martin santiago pnudcolombia labelurl
";0.76513
"interviene juan diego alvarez asesor minsaludcol foroungasscol labelurl
";0.76512
"manejo vih hepatitis virales conoce desafios salud publica labelurl labelurl
";0.76376
"quedo inaugurado bloque 1 parque guayabos eafitidiomas livelanguages labelurl
";0.76342
"manana eafit entregaran resultados sexta encuesta anual millenials deloitte labelurl
";0.76325
"rt fmisangre charla desafios construccion paz proyecto social colectivo manana eafit labelurl
";0.76268
"recorrido virtual campus incluye audioguia historia lugares iconicos labelurl labelurl
";0.7621
"dimos cuenta muchas regiones existen medios comunicacion mas golpeadas censura labelurl
";0.76123
"lira union encargada interpretar circo espana primera vez himno antioqueno juan luis labelurl
";0.76097
"comunidadun nuevo articulo rector mantillaignacio elespectador habla analfetibismo moderno labelurl
";0.76078
"rector pablo navas invita comunidad uniandina marchar hoy paz colombia labelurl labelurl
";0.76077
"codigo convertido medida pedagogica permitido mejorar convivencia ciudadana labelurl
";0.76061
"disyuntiva macroeconomica america latina sera temas analisis lacealames16 proxima semana labelurl
";0.7603
"beneficiosdelapaz jaimecastroc intervencion inicial panel paz desarrollo legislativo labelurl
";0.75984
"rt otraparte literaturaenotraparte fernando gonzalez politica ensayo ficcion jueves 16 febrero 730 pm eafit labelurl
";0.75971
"hoyeneafit conferencia escenario economico mundial trumpismo economista alberto bernal entrada libre
";0.75944
"debemos pensar gestion riesgo adaptacion cambio climatico menor fragilidad labelurl
";0.75924
"ciro parra decano educaunisabana presenta libro conceptos mas importantes doctorado educacion labelurl
";0.75893
"rt sistemab partimos ahora encuentro academico b emprendimiento proposito camino hacia nueva economia eafit encuentrobl
";0.75854
"rt obsdemocracia menos 1 cada 3 colombianos hombres mujeres confian justicia jbedoyalima revictimizada labelurl
";0.75843
"comenzar rector obduliovp habla futuras familias unisabana labelurl
";0.75753
"importancia financiar adecuadamente investigaciones pais noche dialogo mayor labelurl
";0.75702
"noticiaun cementerio central mas vivo nunca centromemoria escuelataller labelurl via labelurl
";0.75691
"rt telemedellin aire encuentrostm20anos universidad eafit conectate transmision labelurl
";0.75686
"amanece unisabana primer dia opencampus2017 bienvenidos labelurl
";0.75613
"grandes inquietudes ee uu haber normalizado trump josephestiglitz elfuturodecolombia
";0.75604
"rt inguniandes martes 25 1100am segunda edicion ciclo conversatorios yovivoenpazyusted tema degradacion ambientallabelurl
";0.75574
"talento proyectos estudiantes grado 11 seran protagonistas epemti 2016 labelurl labelurl
";0.75569
"rt onuhumanrights onuhumanrights medellin conmemora dia derechos humanos hablando pazterritorial comenzamos 9 be
";0.75567
"recuerden manana esperamos leccion inaugural escuela derecho 2017 auditorio 38101 entrada lib labelurl
";0.75512
"millennials estan preocupando temas nacionales internacionales daniela maturana labelurl
";0.7551
"rt upbcolombia aumento parque automotor principales razones aumento contaminacion aire maria victoria toro
";0.75477
"90 anos fidel castro nueva naturaleza influencia cuba labelurl labelurl
";0.75461
"viernes unisabana febrero buen fin semana foto alvarogopi coordinador comunicaciones ctaunisabana labelurl
";0.75401
"eafit inicia taller internacionalizacion 10 agosto 800 be 500 pm auditorio 19 501 labelurl
";0.75393
"hoy manana pierdan eventos conmemoramos eafit diainternacionaldelamujer
";0.75387
"ahora rector eafit habla estudiantes ganadores ediciones anteriores epemti experiencias labelurl
";0.75306
"rt apgguzman continuacion luis carlos bravo inalde presenta bondades metodo caso colombia universidadyempresa uni
";0.75293
"deseo feliz estadia disfruten universidad juan luis mejia estudiantes especializacion fin labelurl
";0.75279
"paraleer nuevo articulo rector mantillaignacio probabilidad azar loterias labelurl via labelurl
";0.75273
"rt apgguzman arranca presentacion sigla laboratorio audiovisual fiafest labelurl
";0.75261
"invitamos proximo jueves 27 julio lanzamiento libro funciona aprendizaje falten labelurl
";0.75205
"premios nobel investigadores docentes daran cita eafit lacealames16 lacealames2016 labelurl
";0.7518
"cambio agenda haymedellin17 hoyeneafit kirsty lang conversacion erika valero 530 pm auditorio labelurl
";0.75173
"listos comenzar foro larepublicaco universidadyempresa casos exito academia empresa labelurl
";0.75167
"tecnnovauee termina mas 60 citas empresarios investigadores uniandes
";0.75137
"dia mundial propiedad intelectual rol pi impulso innovacion 26 abril 800 be labelurl
";0.75113
"dia mundial propiedad intelectual rol pi impulso innovacion 26 abril 800 be labelurl
";0.75113
"nueva electiva virtual gestion produccion paz postconflicto labelurl
";0.75099
"construccion idea universidad fundamental integridad juan luis mejia ara labelurl
";0.75095
"concurso diseno barcos regata ecologica labelurl estudiantes todas facultades labelurl
";0.75046
"codigo debe acompanado verdadero cambio cultura ciudadana juan luis mejia policiaparalapaz labelurl
";0.75026
"finn erling kydland edmund strother phelps nobeles economia estaran lacealames16 lacealames2016 labelurl
";0.74992
"francesco ubertini rector universidad bolonia urosario reto futuro educacion labelurl
";0.74865
"presentacion politica institucional acceso abierto malgorzata2505 directora craiur accesoabiertour labelurl
";0.74828
"rt capoliticoeafit juan luis rector eafit curso parte construccion colectiva diaria pro ciudad urbani
";0.74762
"rt ethejournal uocuniversity uniandes join their paths ethe as vehicle for the exchange of knowladge on edtech innovate330 labelurl
";0.74719
"proximo miercoles pierdan invitacion capoliticoeafit alcaldiademed lanzamiento libro labelurl
";0.74686
"eafit arte hace parte formacion integral estudiantes bienestareafit mas informacion labelurl
";0.74681
"uncolombia facultadartes ganadores xxv bienal colombiana arquitectura urbanismo presidenciasca labelurl
";0.74673
"medios edificios universidad nacional colombia labelurl via bluradioco mejoracontinuaun
";0.74663
"rt eltiempo politica puede ser igual consumen lsd consumen marihuana opalmam director odaurosario
";0.7459
"sebsierra puedes solicitarlo traves pagina solicitudes unimedios labelurl
";0.74569
"recuerda opciones movilidad hoy manana dias cuales llevara cabo festival estereo picnic labelurl
";0.7454
"paz relacionada idea libertad podemos hablar paz si concepto libertad r labelurl
";0.74534
"rt proantioquia1 catedra pacto global 2017 eafit ecosistema local sostenibilidad compromete cada vez mas ods htt
";0.74529
"riesgo sismico sido tema inversion ultimos anos eafit orgullo aqui hable tema
";0.74508
"nuevos amigos actividades deportivas mucha diversion asi matchserpilopaga serpilopaga labelurl
";0.74487
"llegamos caro 637 be listos clase 700 be voyentren labelurl
";0.74481
"fin semana eafit sera presentacion proyecto morula genesis nueva familia labelurl
";0.74442
"sabes enfrentar ladrones tiempo llevar vida saludable labelurl labelurl
";0.74375
"rt pactocolombia inicia panel retos corrupcion sector empresarial urosarionews labelurl
";0.74345
"busqueda crecimiento equidad ningun pais puede permitirse ignorar educacionsuperior issam abou labelurl
";0.74214
"msftcolombia alegra compartir hoy diainternacionaldelamujer eafit jornada digital busca inspirar mejor mundo
";0.74204
"transmision reviva inauguracion conferencia investigaciones desarrollo sostenible ande labelurl
";0.74196
"75 80 material particulado pm25 medellin proviene fuentes moviles sosporelaire labelurl
";0.74176
"pocos minutos inicia lapazenfoco agenda medios comunicacion masivos centrado paz institucionaltv
";0.74144
"tener graduados regreso llena alegria asi jornada alumnisabana psicologia labelurl
";0.7411
"profesores estan listos semana inmersion tecnologica enero 11 13 ctaunisabana labelurl
";0.741
"ideaantioquia queremos fomentar competencias gestion publica municipios mauricio tobon
";0.74094
"deojoscafe saludos notificaciones realizan noche hoy dia manana debe pendiente correo
";0.74093
"noticiaun sumapaz fomenta educacion desarrollo jovenes region labelurl labelurl
";0.74057
"rt fcardioinfantil momento lleva cabo panel medicos urosarionews institucion medicina labelurl
";0.7404
"rt upbcolombia fotos concierto orquesta sinfonica eafit rindio homenaje upbcolombia upb80anos labelurl
";0.74
"rt fnpiorg festivalgabo toma universidad eafit charla realidad virtual archcomix labelurl
";0.73977
"rector eafit juan luis mejia resalta importancia pacto global cumplimiento objetivos labelurl
";0.73964
"incertidumbre politica precede elecciones general domingo espana labelurl labelurl
";0.73947
"rt cardenasjorgeh juan fernando vargas u rosario logra articulos mas citados economia 5 prestigiosas publicaciones ec
";0.7392
"panel hacia politica publica proteccion migrantes urosario labelurl
";0.73894
"video mas do mil postales corbusier exponen base investigacion reflexiones labelurl
";0.73861
"video mas do mil postales corbusier exponen base investigacion reflexiones labelurl
";0.73861
"rt uninoseafit juan luis mejia rector eafit vacabad cofundadora uninoseafit reciben nuevos participantes program
";0.73826
"hoy 1100 be unmanizales inaugura nuevo bloque w campus nubia mantillaignacio uncolombia labelurl
";0.73814
"pueden seguir ceremonia grado programas especializacion directo labelurl labelurl
";0.73717
"entrevista periodista david rieff hablo papel memoria posconflicto retosdeldespues labelurl
";0.73682
"cartagena reunidos padres familia jrrodriguezgil habla checklist vida univer labelurl
";0.73659
"preguntas mas frecuentes prima trabajadores servicio domestico labelurl labelurl
";0.73656
"analisis proceso general senadores ivanduque velascoluisf lapazesposible labelurl
";0.73643
"rt danecolombia medellin inauguramos centro datos daneeafit ubicado biblioteca universidad abierto ciudad htt
";0.73548
"rt bienestarsabana manana coro participara canto colectivo paz memoria acompananos cantar paz unis
";0.73539
"tambien educacion debemos enfrentar fenomenos atentan etica jrestrp
";0.73518
"eafit convierte institucion apoya onu temas especificos desarrollo labelurl
";0.73495
"rt corprosur paz alianzas eafit responsabilidad compromiso ods antioquiasostenible innoveco proantioquia laurainno
";0.7347
"obduliovp habla portafolioco importancia programas sociales incentivar conocimiento labelurl
";0.73441
"rt hernanolano viernes cdhec 1015 be tarde clase doctorado uaneosos uanetorreon uanemx unisabana derech
";0.73426
"vive experiencia real emprendimiento base tecnologica 3daystartup labelurl labelurl
";0.734
"5 dias ponen eafit pais radar economia mundial juan felipe mejia decano ecofineafit labelurl
";0.73358
"presidente republica juanmansantos habla inauguracion hospitalun labelurl labelurl
";0.7334
"rt inguniandes otorgan patente invencion uniandes metodo mide grasa abdominal participo marcela hernandez labelurl
";0.7334
"eafit lacealames16 debatieron principales problemas economicos mundo labelurl
";0.73319
"ayer eventos ciclosiete eafit discutieron iniciativas promover buenas practicas ambientales labelurl
";0.733
"productividad reto mas importante economia juansrobledo colombiacompite ecofineafit labelurl
";0.73267
"recuerden manana eafit picoyplacamed aplicara 700 be 400 pm ver mas labelurl
";0.73218
"rt bienestarsabana miercoles viernes disfruta festival danzas universidades invitadas unisabana labelurl
";0.73209
"incorporar enfoque salud publica principales inter colombia yesid reyes ex min justicia foroungasscol
";0.73133
"vivo pactoglobal eafit labelurl momentos expone ficogutierrez alcaldiademed
";0.73127
"eafit red liderazgo juvenil unen educacion 100 estudiantes uraba antioqueno labelurl
";0.73115
"libro emprendedores crecimiento reto financiacion descarguelo gratis labelurl labelurl
";0.7311
"libro emprendedores crecimiento reto financiacion descarguelo gratis labelurl labelurl
";0.7311
"libro emprendedores crecimiento reto financiacion descarguelo gratis labelurl labelurl
";0.7311
"libro emprendedores crecimiento reto financiacion descarguelo gratis labelurl labelurl
";0.7311
"listos primer equipo regata ecologica conformado estudiantes usingenieria psicosabana1 labelurl
";0.73052
"catedra pacto global 2016 sostenibilidad desarrollo empresarial 28 octubre auditorio fundadores labelurl
";0.7302
"conoce informe educacion superior momento decisivo educacion superior america latina caribe labelurl
";0.72992
"marca construye base valores compartidos empleados clientes aalloza labelurl
";0.72967
"vamos victoria 2 equipos preparan competir regataecologicausabana usingenieria labelurl
";0.72959
"rt upbcolombia hoy celebramos upb80anos concierto orquesta sinfonica eafit homenaje familias generaciones boliva
";0.72953
"oficiales policiacolombia graduaron programa gestion estrategica servicio policia eafit labelurl
";0.7289
"alternativas desplazamiento hacia campus dias estereo picnic labelurl labelurl
";0.72876
"partir martes 8 agosto pico placa rotara universidad eafit acuerdo programacion labelurl
";0.72869
"rt fiscaliacol manana realizaremos foro procedimientoabreviado 730am auditorio fundadores eafit medellin labelurl
";0.72771
"rt hernanolano hoy martes 24 7pm estare noticiero cristovision hablando nuevo prelado obra opusdeicolomb
";0.72755
"manana presentacion libro fernando gonzalez politica ensayo ficcion esperamos casa museo otrapa
";0.7272
"hoyenelrosario migracion debate prioritario agenda internacional labelurl labelurl
";0.7271
"eafit da inicio conversatorio libro orden libertad mauricio garcia villegas rector j labelurl
";0.72709
"gracias escoger eafit cumplir suenos juan luis mejia arango rector eafit labelurl
";0.72694
"paz territorial desarrollo regional oportunidad construccion nuevo pais lapazenfoco labelurl
";0.72649
"mas valioso empresa marca cliente decision estrategica labelurl labelurl
";0.72621
"rt catmuno aprendiendo clasealacalle brillante amoterocleves ayudan objetos entender historia labelurl
";0.7262
"analisis academia panorama crecimiento comercio internacional labelurl cc labelurl
";0.72601
"gracias eafit confiar ingenieria antioquena luis fernando arboleda findeter livelanguages eafitidiomas
";0.72593
"hoyeneafit partir 200 pm continua foro codigo policia convivencia pueden seguirlo
";0.72573
"cambio climatica va ahi pensar futuro josephestiglitz elfuturodecolombia
";0.72519
"rt uniandinosiempr recuerden hoy seran uniandinosiempre rector uniandes miprimerdiaenuniandes labelurl
";0.72483
"educacion practica aporta creacion nuevo conocimiento interior empresa educontinuapuj foro universidadyempresa
";0.72413
"francesco ubertini rector universidad bolonia urosario labelurl
";0.72288
"hoyeneafit empieza jornada dias saludables plazoleta estudiante esperamos 900 be labelurl
";0.72232
"eafit programa aprendizaje activo invita acompanamiento expertos 31 julio bloque 19414 labelurl
";0.72229
"intercambio posgrado boston conferencia interesa manana boston university unisanana labelurl
";0.72223
"rt lasallezipa rector unisabana presenta modelo serpilopaga estilo universidad labelurl
";0.72204
"rt oliverrubiom eafit labelurl
";0.72204
"universidad solo estudia vivir experiencia vida universitaria compartir comunid labelurl
";0.72197
"rt areametropol universidades obligacion educar medida reconoce valor sosporelaire resaltan foro
";0.7216
"recuerden hoy medellin cumplira encuentro universidades paz 500 pm labelurl
";0.72123
"periodismo organizaciones sociales reflexion construccion paz labelurl labelurl
";0.72108
"analisis posverdad labelurl labelurl
";0.72077
"manana transmision via stream forouniversidadyempresa larepublicaco labelurl
";0.72053
"rt comsabana recuerden primer piso k unisabana zona prensa semanacomsabana entrevistar
";0.72039
"musica opencampus2017 labelurl
";0.72023
"atencion manana picoyplaca vuelve programacion habitual aplica dia campus eafi labelurl
";0.71996
"bienvenidos eafit labelurl
";0.71975
"rt uniandinosiempr depende tan sublime sera historia gleidys blanco graduanda gradosuniandes labelurl
";0.71955
"sostenibilidad desarrollo empresarial derechos mujeres temas hoy catedra pacto global labelurl
";0.71873
"breve universidadyempresa apuesta sostenibilidad regional conferencia obduliovp labelurl
";0.7184
"transformacion infraestructura educativa rol sector publico privado labelurl labelurl
";0.71807
"rt comsabana momentocomsabana cristiocampo recibe reconocimiento obduliovp co unisabana labelurl
";0.71804
"logros gestion sede bogota 2016 pregunte comente proponga labelurl
";0.71797
"call for paper ethejournal mix methods research in educational technology in higher education labelurl
";0.71776
"rt urosarioradio vivo filbo2017ur legendaria banda rock shipng2016 ship apoyando radio universitaria labelurl
";0.71771
"lapazenfoco implementacion avanza construccion escenario paz democracia labelurl
";0.71739
"fernando quijano velasco abre foro universidadyempresa larepublicaco unisabana inalde labelurl
";0.71699
"alejotabares saludos hablamos urbameafit momento daran respuesta feliz dia
";0.71688
"rt cepalonu aliciabarcena intervendra conf elfuturodecolombia josephestiglitz juanmansantos destacados ponentes labelurl
";0.71683
"recuerden hoy picoyplaca vuelve programacion habitual aplica dia campus eafit labelurl
";0.71624
"comenzo eafit foro millennials generacionquetransforma presenta delloite labelurl
";0.71583
"recuerden hoy casa museo otraparte esperamos presentacion libro fernando gonzalez politica exerior
";0.71562
"manana cumplira medellin jornada universidades paz 500 pm plaza luces labelurl
";0.71551
"rt eafitartistico eafit 2 agosto noche coral participacion coro infantil juvenil pensionados universitario bien
";0.71533
"hoyeneafit sergio pulido hablara herramientas computacionales basadas teoria seleccion natural labelurl
";0.71474
"informamos motivos fuerza mayor presentacion informe nacional competitividad 20162017 labelurl
";0.71443
"incertidumbre politica precede elecciones general espana labelurl labelurl
";0.71424
"medio globalizacion economica paises desarrollados perdieron industria daniel pecaut labelurl
";0.71401
"rt discuniandes forosisis vice marisabelmejia habla nueva politica publica seguridadti digital labelurl
";0.71367
"conocimiento tradiciones construccion paz pueblo arhuaco siguelo vivo labelurl labelurl
";0.7135
"espacios ve alianza universidad empresa necesarios medellin labelurl
";0.71334
"manana evento conmemorativo 25 anos constitucion politica examen promesas 800 be bloque 38 1 labelurl
";0.71332
"rt findeter ficogutierrez rector eafit pte lfarboledag inauguracion bloque idiomas eafit proyecto financiado finde
";0.71304
"alegra eafit epicentro discusion temas relevantes sociedad juan luis mejia labelurl
";0.71277
"problema investigaciones mostramos publico resultados salen publicaciones academicas t paffenholz
";0.71252
"rt urbameafit espacio bicicleta ciudades debate hoy eafit bici medellin linalopez11 labelurl
";0.71242
"asi transformacion infraestructura educativa rol sector publico privado labelurl labelurl
";0.71215
"juegos experimentacion puerta conocimiento matematico uninoseafit labelurl labelurl
";0.71201
"manana primer foro regional nestor humberto martinez fiscal general nacion auditorio fundadores 730 labelurl
";0.71164
"rt cienciaseafit diegovillanu jefe biologiaeafit eafit habla plaga papa lavozdegalicia labelurl
";0.71151
"rt alumnisabana pronto podras interactuar virtualmente empresas buscan talento sabana viene ferialaboralvirtua
";0.71149
"rt egobuniandes manana 18 agosto llevara cabo tertulia politica 25 mas informacion labelurl labelurl
";0.71089
"noticiaun reforma rural integral rri reto politico social academico labelurl via labelurl
";0.71057
"reflexion expertos nacionales internacionales migracion mundo labelurl labelurl
";0.71042
"convivencia medellin amerita tener equipo fuerte atender problemas andres felipe tobon labelurl
";0.71037
"noticiaun globalizacion migracion cambio climatico causan reaparicion enfermedades medicinaunal labelurl
";0.70988
"colombia nuevo codigodepolicia requerira mas pedagogia intimidacion labelurl policiacolombia via unimedios
";0.70949
"semana pierdan eafit festival internacional poesia medellin esperamos labelurl
";0.70948
"podemos hacer estudiar comparativamente habria pasado si gana si pasa ahora tpaffenholz investigacionesparalapaz
";0.7093
"rt rscentro jose manuel restrepo jrestrp rector universidad rosario urosarionews panel futuros lideres requiere bogo
";0.70919
"espacio reflexion jornada juventud riesgo alternativas prevenir violencia juvenil
";0.70908
"rt upbcolombia desarrollo palabra mutante debe interpretarse acuerdo contexto cada epoca juan luis mejia eafit
";0.70903
"wilfrido landa defensor dd hh comparte experiencia desarraigo desplazamiento hablemosdepazur labelurl
";0.70877
"plebiscito desicion mas importante decadas colombia aordonezm labelurl
";0.70877
"rt bluradioco alaire carlos arevalo abogado unisabana habla similitud plebiscitoporlapaz brexit reino unido
";0.70851
"proteccion derechos ninos ninas adolescentes prioridad eafit unicef
";0.70845
"tarde udea continuara evento 25 anos constitucion examen promesas esperamos labelurl
";0.70845
"hoy centro convenciones alfonso lopez encuentro siambiental paz siambiental alejovargasve labelurl
";0.70841
"alumnisabana ibague si gradudado esperamos 27 octubre encuentro inscribete labelurl
";0.7084
"brujas superheroes animales tomaron eafit tarde embrujados orquesta sinfonicaeafit labelurl
";0.70798
"sabias semilla aguacate pueden elaborar endulzantes descubre labelurl labelurl
";0.70796
