;Topico1
"momento rector juan luis mejia presenta centro integridad universidad integridadeafit labelurl
";0.924
"atencion proximo 27 septiembre habra uso restringido parqueadero parque guayabos labelurl
";0.924
"manana pierdan eafit conferencia nuevos populismos esperamos 1000 be auditorio
";0.924
"convivencia ciudad debe ser transformada codigo policia debe basarse respeto labelurl
";0.92399
"minutos conversacion musica 100 anos himno antioqueno pierdan auditorio 38101 labelurl
";0.92399
"eafit invita encuentro ciudadano 2 agosto 1000 be bloque 38101 alcaldiademed labelurl
";0.92399
"emprendedor quiere saber tener financiacion descargue gratis libros emprendedores crecimiento labelurl
";0.92398
"emprendedor quiere saber tener financiacion descargue gratis libros emprendedores crecimiento labelurl
";0.92398
"emprendedor quiere saber tener financiacion descargue gratis libros emprendedores crecimiento labelurl
";0.92398
"rt gutierrezklarem panel 1 perspectivas historia afrodescendientes juan dios mosquera libardo asprilla labelurl
";0.92398
"emprendedor quiere saber tener financiacion descargue gratis libros emprendedores crecimiento labelurl
";0.92398
"emprendedor quiere saber tener financiacion descargue gratis libros emprendedores crecimiento labelurl
";0.92398
"emprendedor quiere saber tener financiacion descargue gratis libros emprendedores crecimiento labelurl
";0.92398
"emprendedor quiere saber tener financiacion descargue gratis libros emprendedores crecimiento labelurl
";0.92398
"teniente coronel mauricio medina lopez colejercito tesis laureada maestria ctaunisabana labelurl
";0.92398
"emprendedor quiere saber tener financiacion descargue gratis libros emprendedores crecimiento labelurl
";0.92398
"emprendedor quiere saber tener financiacion descargue gratis libros emprendedores crecimiento labelurl
";0.92398
"emprendedor quiere saber tener financiacion descargue gratis libros emprendedores crecimiento labelurl
";0.92398
"rt danielhaaksman african fabrics live at universidad eafit in medellin w bulldozermusic labelurl
";0.92397
"viernes esperamos conversatorio blend learn learn mobile learn educacion matematica labelurl
";0.92397
"hoyeneafit esperamos conversatorio blend learn learn mobile learn educacion matematica labelurl
";0.92397
"expectativa vida estadounidense promedio cayendo sintoma economia disfuncional josephestiglitz elfuturodecolombia
";0.92397
"importante pensar etica solo individuos sino tambien concepto colectivo monserrat
";0.92397
"rt comfama presente futuro medellin sentemonos hablar participes dialogos cercanias eafit labelurl
";0.92395
"juan camilo cardenas pensemos paz cotidiana ver trato ahi hacer
";0.92395
"personas centro empresas desarrollo luis carlos bravo inalde universidadyempresa foro labelurl
";0.92395
"documento ungass2016 virtudes vacios importante punto partida aldolale unodc foroungasscol
";0.92394
"rt ctaunisabana universidad docentes deben adaptarse nueva tecnologica carlos lugo desafiosenlau labelurl
";0.92394
"hoyeneafit pierdan presentacion informe educacion superior america latina caribe bloque labelurl
";0.92393
"varios temas postacuerdo pueden ser tratados inmediato necesariamente discutirlo tpaffenholz
";0.92393
"modelo sabana sostenible busca desarrollar modelo regional cundinamarca foro universidadyempresa labelurl
";0.92393
"manana 1000 be transito mercurio directo observatorio astronomico nacional traves labelurl
";0.92393
"rt worlduniranking where be colombias top universities find out now labelurl qswur labelurl
";0.92392
"alejandromllo sttmed tambien normalizo ingreso campus todas porterias peatonales vehiculares
";0.92392
"momento eafit da bienvenida profesores regresan universidad despues culminar prog labelurl
";0.92392
"17 20 julio celebrara eafit primer festival musica camara arcos labelurl labelurl
";0.92392
"hoy institucion urbameafit saludaron cuarta cohorte maestria procesos urbanos ambientales
";0.92392
"puedo recomendar solucion transporte movilidad si sabemos tipo ciudad queremos labelurl
";0.92391
"esperamos proximo jueves presentacion informe nacional competitividad 20162017 entrada libre labelurl
";0.92391
"enfrentando dilemas mutacion social afectan espacio privado nociones propiedad aquiles labelurl
";0.92391
"inscribete asistir debate cid paz territorial manana partir 830 be labelurl labelurl
";0.92391
"comienza recorrido periodistas nuevo edificio idiomas eafit ubicado parque guayabos labelurl
";0.92391
"musica bobdylannobel recomendamos conversatorio luis fernando algarra profesor historia rock labelurl
";0.9239
"colombia mucha gente call exigiendo buscando propuestas thania paffenholz investigacionesparalapaz
";0.9239
"rt corresponsables aporte empresa ayuda fortalecimiento publico transparencia etica integridad gesti
";0.9239
"culturas mundo construyen red biologica etnosfera logro humanidad promesa vida
";0.9239
"siguiente ronda elca inicio 2010 llevara cabo 2019 ciclos desarrollan labelurl
";0.92389
"siguiente ronda elca inicio 2010 llevara cabo 2019 ciclos desarrollan labelurl
";0.92389
"rt economiauandes deficits arepas chorizos marc hofstetter mahofste via lasillavacia blogoeconomia labelurl
";0.92389
"rt upbcolombia ods hablan alianzas generar desarrollo buscan propuestas sosporelaire experto
";0.92389
"rt alumnisabana vives angeles esperamos lunes 29 mayo encuentrograduadosla confirma asistencia labelurl
";0.92388
"peatones bicicletas transporte publico carros motos pueden coexistir responsables ciudad labelurl
";0.92388
"general r jose leonardo gallego habla experiencia lucha drogas colombia foroungasscol labelurl
";0.92388
"constitucion escrita real despues 25 anos cumple articulo 1 aida avella labelurl
";0.92388
"do nobeles economia dan medellin vision coyuntura economica mundial lacealames16 labelurl
";0.92388
"lea hoy elcolombiano laboratorio prueban tratamiento contaminacion cianuro labelurl via elcolombiano
";0.92388
"hoyeneafit esperamos conferencia publicar emerald partir 1000 be aula fabric labelurl
";0.92388
"evento hoy acercaremos gente codigo discutiremos varios aspectos despertado inter d labelurl
";0.92387
"rt opusdeicolombia misa medellin ciudades colombia ocasion festividad beato alvaro portillo labelurl
";0.92387
"vi congreso internacional pedagogia infancia educaunisabana construccion paz primera infancia labelurl
";0.92387
"defender derechos solo labor onu universidades sector privado roles fundamentales
";0.92387
"rt dmuur verbos artisticos nuevo taller espacios arte quintademutis hoy 12m labelurl
";0.92386
"vicepresidente bancomundial invita ahorro colegio forma educacion financiera pactoglobal eafit
";0.92386
"universidad generar dialogos importante hablar construccion paz pais juan luis m labelurl
";0.92386
"experiencia traves conocimiento interaccion sector empresarial luis carlos bravo inalde f labelurl
";0.92386
"invitamos manana conferencia dialogos eafit vida civil universidad esperamos entrada l labelurl
";0.92386
"hoyeneafit dan archer inglaterra conversacion rosental alves brasil realidad virtual
";0.92385
"rt almorsal antargandona iesebs profesores inalde reflexionando persona empresa sociedad unisabana labelurl
";0.92384
"juan camilo cardenas decano economiauandes da bienvenida simposio crecimientoverde vealo labelurl
";0.92384
"pierdan proximo martes emprendimiento crecimiento verde creando empresas buen futuro labelurl
";0.92384
"valentia expresar sentia ser indigena pueblos indigenas ser inuit nata labelurl
";0.92383
"rt psicosabana1 efrenmartinezo inicio psicosabana1 liderazgo psicologo siglo xxi unisabana diegoefrenroca labelurl
";0.92383
"rt urbameafit miren jardin hoy casa urbam privilegio eafit laciudadverde eafitestudiante labelurl
";0.92383
"proantioquia1 minutos comienza presentacion desarmados eafit ejemplo podemos aportar construccion
";0.92383
"debe decirle gobernantes bien hacen asi nace sosporelaire gisela posada labelurl
";0.92381
"jovenes deben tener acceso educacion prepare mundo cambiante charoguerra lospresidenciables2018
";0.92381
"ahora comienza conversacion juan luis mejia hectorabadf oculta nuevas aulas labelurl
";0.92381
"nuevo espacio apoyamos mision conectar mundo idiomas thomas treutler director labelurl
";0.92381
"urbanismo debe construir fundamentado base pasado j sabate arquitecto economista analisis labelurl
";0.9238
"momento eafit conferencia escenario economico mundial trumpismo analista economico alberto
";0.9238
"implementacion podemos llegar punto destruir ser complaciente acordo ivanduque lospresidenciables2018
";0.9238
"rt admonuniandes emprendedoresencrecimiento inicia conversatorio emprendedores lanzamiento libro gestion talento htt
";0.9238
"rt inalde empresas quieren empleados directivos parezcan obduliovp graduacionmba inalde unisaba
";0.9238
"rt admonurosario hoy damos inicio urwinterschool primer conferencista daniel bretones urosarionews labelurl
";0.92379
"rt economiauandes documentocede no50 efectos migracion forzada confianza actitudes hacia inmigrantes
";0.92379
"mindfulness yoga construccion paz colombia caso franklin cuero yogaday diadelyoga labelurl
";0.92379
"hoy comienzan cierres viales nocturnos avenida vegas agradecemos comprension desvi labelurl
";0.92379
"querido ampliar espectro medios cuales conectamos digitalmente comunidad jrestrp mediosdigitalesur
";0.92379
"rt culturauniandes semanasinfonica uniandes orquestafilarmonicajuvenildecamara hoy auditorio mario laserna 700pm htt
";0.92378
"escritor pablo montoya profesores diferentes universidades participan panel presentacion est labelurl
";0.92378
"hoyeneafit pierdan charla dialogos eafit vida civil universidad esperamos partir l labelurl
";0.92378
"unisabana trabaja modelo sostenibilidad regional traves sabanacv explico obduliovp foro labelurl
";0.92378
"invito pensemos pais queremos tras guerra beneficiosdelapaz general edoherrerab beneficiosdelapaz
";0.92377
"guayacan rosado robo miradas eafit aqui mas complices verdes campus
";0.92376
"manana vivira eafit presentacion oficial desarmados multiplataforma busca reconstruir memoria
";0.92376
"creemos necesario propiciar espacios debate abiertos diferencia construccion jrestrp mediosdigitalesur
";0.92375
"rotara pico placa eafit proximo 8 agosto recuerden operara dia institucio labelurl
";0.92375
"brainstorm ensena poner temas debe conectarse forma correcta escribes kath
";0.92375
"rt inguniandes conocido dora donado uniandes 1ra universidad col tener propio labelurl labelurl
";0.92375
"proantioquia1 miercoles 15 marzo eafit pierdan presentacion proyecto innovador reconstruccion
";0.92375
"aca charla completa alcalde enrique penalosa rector pablo navas uniandes labelurl
";0.92374
"jose angel hernandez profesor usergioarboleda votantes trump corresponden parte cuesta labelurl
";0.92373
"hoy integrantes mjc14 recorreran parque lleras provenza campana turismo sexual labelurl
";0.92373
"hoy calidad vida medellin tema central mesa trabajo ficogutierrez medcomovamos labelurl
";0.92372
"felicidad ver trabajo red materializado gracias aliados unen catedra juan l labelurl
";0.92372
"rt debatesun inscribete asistir nueva sesion debatesun miercoles 9 noviembre aqui labelurl docisp
";0.92372
"potenciales beneficiarios serpilopaga serpilopaga asi pueden iniciar vida universitaria eafit labelurl
";0.92371
"hace 30 anos eafit preocupado formacion ninos jovenes ingresan institucion g labelurl
";0.92371
"potenciales beneficiarios serpilopaga serpilopaga asi pueden iniciar vida universitaria eafit labelurl
";0.92371
"potenciales beneficiarios serpilopaga serpilopaga asi pueden iniciar vida universitaria eafit labelurl
";0.92371
"potenciales beneficiarios serpilopaga serpilopaga asi pueden iniciar vida universitaria eafit labelurl
";0.92371
"verdadero objetivo hacemos vida lograr ser mas felices enrique penalosa
";0.92371
"rt maestriadercon implementacion juridica acuerdos fepoderecho rafaguarin juandiegoalvira unisabana comisionadopaz rafaeln
";0.92371
"pierdan viernes mesa trabajo alcalde presentacion informe calidad vida ver labelurl
";0.92371
"rt sttmed estudiantes eafit invitamos participar y4pthackathon asi contribuir transporte ciudad labelurl
";0.92371
"potenciales beneficiarios serpilopaga serpilopaga asi pueden iniciar vida universitaria eafit labelurl
";0.92371
"elmundomedellin investigadores universidades eafit uncolombia desarrollaron metodo descontaminar cianuro rios
";0.92371
"bienvenidos eafit universidad servicio ustedes gestion publica juan luis mejia labelurl
";0.92371
"eafit inauguro nuevo edificio idiomas estructura apuesta innovacion nuevas metodologias labelurl
";0.9237
"momento leccion inaugural escuela derecho 2017 profesor david landau universidad labelurl
";0.9237
"conferencia desarrollo sostenible isdrsociety llevara cabo uniandes 14 16 junio
";0.92369
"rt msftcolombia urosarionews casarinmarco gm microsoft colombia habla importancia transformaciondigital actuali
";0.92369
"momento pais tema infraestructura fundamental gracias luis fernando anicolombia obra
";0.92369
"rt urbameafit aprendizaje proyectos urbanos integrales hoy mantiene aqui eafit urbameafit
";0.92369
"rt comfama inicia encuentro academico b eafit casos exitosos diferentes empresas latinoamericanas labelurl
";0.92369
"rt culturauniandes martesenvivo uniandes alejoaponte pierdas canciones lafruta nuevo album tropicalfunk labelurl
";0.92368
"experiencia temas conflicto desigualdad institucionalidad seminario internacional tierra paz territoria labelurl
";0.92368
"proyecto eafit red liderazgo juvenil forman lideres sociales ambientales emprendedores labelurl
";0.92367
"primera vuelta francia evidencio desgaste politica tradicional juan f vargas campusglobaleafit labelurl
";0.92367
"arte campus exposicion 40anos educaunisabana obras profesores graduados artes plasticas labelurl
";0.92366
"rt educaunisabana alegria dimos bienvenida estudiantes nuevos licenciatura educacion infantil iniciodesemestre
";0.92366
"participar coleccion fotos guayacanes rosados solo deben publicarlas mencionarnos eafit
";0.92366
"finalizo diciendoles clave vida social reconocimiento mutuo reconocernos seres dignos c labelurl
";0.92366
"hablar medio ambiente musica duran cancion llama verano leccion manejo labelurl
";0.92366
"hoy tarde gratitud hacia eafitenses aportado logros universidad juan lu labelurl
";0.92366
"llegar andes rutas medios transporte planear recorridos diferentes puntos ciudad labelurl
";0.92365
"empresas nacen hoy reciben reconocimientos economicos parte universidad eafit desarrollar labelurl
";0.92364
"gran reto construir espacios generen transmision mensajes medio personas jua labelurl
";0.92364
"duelo universidad rosario muerte carlos fabian herrera rechazo acto violencia labelurl
";0.92363
"rt comsabana hora ycierva habla jornada reputacioncorporativa gestion crisis reputacion sociedad d
";0.92363
"nuevos fenomenos sociales razones crear nuevo codigo david suarez campusglobaleafit
";0.92363
"colombia comunidades indigenas sociedades basadas sabiduria podrian aportar paz pais
";0.92363
"fundacion visionarios antanas mockus trabajando varios temas ahi falta enriquepenalosa
";0.92363
"fotoperiodista federico rios compartio experiencia cubrimiento conflicto social armado colombia labelurl
";0.92362
"ingenieros procesos eafit invitamos conmemorar 20 anos pregrado 31 octubre labelurl
";0.92362
"tonelada ayuda mocoa comunidad universitaria dono 1131 kilogramos ayuda especie labelurl
";0.92362
"evolucion tecnologica plantea nuevos retos docentes siglo xxi analisis academia labelurl
";0.92362
"rt telemedellin viernes comienza primero encuentrostm20anos universidad eafit acompananos udemedellin minuto
";0.92362
"fotoperiodista federico rios compartio experiencia cubrimiento conflicto social armado colombia labelurl
";0.92362
"veria profesor universidad diferente sabana fernando lizcano nuevo profesor titular labelurl
";0.92361
"rt disenouniandes daniela dia duro pasado animo queremos contigo disenouniandes fuerzad
";0.92361
"eafit damos gracias onuhumanrights acompanarnos sesiones derechos humanos juan gossain
";0.9236
"rt inalde reputacion mas juicio hacen debemos trabajar positivo aalloza unisabana c
";0.9236
"ceremonia grado manana obtuvieron titulo primeros especialistas desarrollo humano moda labelurl
";0.9236
"arriesgue vivir solo pais gero gruetzner estudiante maestria direccion programatuintercambio labelurl
";0.9236
"rt economiauandes hoy 5 pm vivo notadepolitica politica desarrollo rural cara posconflictolabelurl labelurl
";0.92359
"rt psicosabana1 cinco estudiantes becarios psicosabana1 recibieron mibicipostobon transporte seguro ambientadiegoefrenroca labelurl
";0.92359
"endirectosabana hoy adncolombia circula articulo escrito periodista saragabrielab96 talento sabana
";0.92358
"medellin despide festival medellin 2017 haymedellin17 musica crewpeligrosos lleno casa labelurl
";0.92358
"rt neosapter si posible lograr objetivos desarrollo sostenible traves emprendimiento lideresemprendedores2017 labelurl
";0.92358
"rt endirectosabana hoy adncolombia circula articulo escrito periodista nataliamolano3 talento sabana labelurl
";0.92358
"rt alejoib proyectos colaborativos fisioterapia apoyo ronguti ctaunisabana pbl edtech unisabana labelurl
";0.92356
"proximo miercoles 9 noviembre debatesun modelo salud enriquepenalosa inscribete aqui labelurl docisp
";0.92354
"giraud deuda privada empresas origina poca inversion temas ambiente crecimientoverde labelurl
";0.92354
"rt telemedellin quibdo tierra llena amor propio aire proyectados filmmedellin eafit labelurl h
";0.92354
"rt inalde inalde unisabana interesa cada ustedes simplemente personas obduliovp graduacionmba
";0.92354
"obras impuestos permiten empresa nacional extranjera financiar ejecutar proyectos inversion
";0.92353
"docentes organizacion gerencia negocios internacionales analizan campus global situacion venezuela labelurl
";0.92352
"manana 700 be unbogota campana recoleccion residuos posconsumo activa conciencia labelurl
";0.92352
"18 21 octubre desarrolara semana bienestar campus estan invitados bienestareafit labelurl
";0.92351
"estudiantes maestria administracion riesgos eafit asi pueden optar auxilio economico labelurl
";0.92351
"todas empresas deben preocupar elemento diferenciador frente competencia cipriano lopez labelurl
";0.92348
"rt apgguzman comsabana listos recibir minhacienda hora 800 be auditorio k1
";0.92346
"lucha anticorrupcion debe mirarse caballo pueden ganar elecciones carlosholmestru lospresidenciables2018
";0.92346
"someter obra escrutinio tiempo acto coraje humildad leila guerriero pbnc labelurl
";0.92346
"eafit tendra 16 agencias expondran posibilidades aprender idioma plazoleta estudiante 1 labelurl
";0.92344
"corrupcion aspectos impiden competitividad juan luis mejia arango rector eafit labelurl
";0.92344
"profesor alejandro alvarez participa foro lowcarboncity lograr ciudad sonamos propu labelurl
";0.92343
"miercoles conferencia escenario economico mundial trumpismo cargo economista colombiano alberto labelurl
";0.92342
"oficina gestion ambiental unbogota invita conferencia smarter cities innovative solutions labelurl
";0.92341
"garantizar derechos da oportunidad protagonistas conflicto ser tratados personas julieta l labelurl
";0.92338
"rt cideruniandes contamos diversas visiones contribuyen interdisciplinariedad pensamiento critico analitico proposit
";0.92337
"viernes estudiantes pregrado comunicacion social saldran ciudad buscar historias comid labelurl
";0.92334
"pueden seguir transmision vivo presentacion informe calidad vida medellin 2016 labelurl
";0.92331
"conmemoracion 40 anos contaduria publica tambien oportunidad presentar libro cuenta labelurl
";0.92329
"rt cerosetenta devengoecheaa entrevistando joan scott congreso internacional historia mujeres uniandes labelurl
";0.92328
"programas centros investigaciones permiten herramientas aportar gestion publica juan lu labelurl
";0.92327
"pais acaba enfrentar mayores choques economicos ultimos anos mauriciocard minhacienda labelurl
";0.92325
"miercoles mas 75 empresas estaran aqui puedes perder muestra empresarial labelurl labelurl
";0.92321
"rt psicosabana1 tarde academica psicosabana1 2016 cargo presentacion trabajos estudiantes diegoefrenroca
";0.92316
"tras elecciones corea sur expertos eafit analizan relaciones do coreas labelurl
";0.92316
"rt inguniandes minutos comienza conferencia internacional gestion programas estandares evm iele labelurl
";0.92315
"rt bienestarsabana comprando restaurantes invitados apoyas campana alimentemos sueno opencampus2017 bienestaressolidarid
";0.92306
"consejo superior estudiantil invita hacer parte encuesta medicion tendencias debateplebiscitour labelurl
";0.92279
"gobierno debe tener marco politica monetaria contraciclica prociclica josephestiglitz elfuturodecolombia
";0.92277
"manana invitacion movernos mejor usemos transporte colectivo bicicleta compartamos carro labelurl
";0.92218
"inauguracion datapol eafit conto conferencia claire wright universidad monterrey labelurl
";0.91656
"rt innoveco damos inicio panel vision2030 eafit upbcolombia danecolombia proantioquia1 labelurl
";0.91655
"fredyaz saludos medida pico placa cobro parqueadero encuentran activos
";0.91654
"manana eafit conferencia inauguracion datapol esperamos 900 be falten labelurl
";0.91654
"reclusos carcel modelo escribieron protagonizaron dirigieron obra teatro clasificados labelurl
";0.91654
"comenzo eafit inauguracion centro integridad integridadeafit institucion pueden seguirla labelurl
";0.91653
"comenzo inauguracion bloque 1 parque guayabos nuevo hogar eafitidiomas livelanguages labelurl
";0.91651
"recuerden hoy modificaciones pico placa campus eafit restriccion motos
";0.9165
"orgullo bancomundial presente informe universidad juan luis mejia arango labelurl
";0.91649
"hoyeneafit esperamos conferencia inauguracion datapol auditorio 38101 900 be labelurl
";0.91649
"momento suzanne osullivan dialoga cristian vargas upegui eafit haymedellin17 labelurl
";0.91649
"manana eafit ecofineafit colombiacompite esperan presentacion informe nacional competitivid labelurl
";0.91648
"8 marzo esperamos conferencia escenario economico mundial trumpismo economista colombi labelurl
";0.91648
"texto maestro cano busca divinidad rector juan luis mejia
";0.91648
"microalgas investigadores intentaran descontaminar cienaga complejo santiago apostol sucre labelurl
";0.91647
"momento eafit iniciamos presentacion informe productividad clave crecimiento col labelurl
";0.91647
"invitacion atender senalizacion ubicada alrededor construccion puente peatonal eafit labelurl
";0.91646
"momento primera sesion catedra flipeafit comunicacion politica libertad prensa labelurl
";0.91646
"politologos eafit analizan modelo seguridad implementa antioquia criminalidad organizada labelurl
";0.91646
"horizontes obra cumbre cano representa espiritu antioquenidad rector eafit
";0.91645
"eafit onuhabitatcol urbameafit invitan jueves ceremonia premiacion practicas inspiradoras labelurl
";0.91645
"universidad rosario dio cristina pardo magistrada corte constitucional labelurl visionarios
";0.91644
"feminismo educacion situacion unidos trump optica historiadora joan scott labelurl
";0.91644
"feminismo educacion situacion unidos trump optica historiadora joan scott labelurl
";0.91644
"suficiente declarar valores reto evidencien vida universitaria juan luis labelurl
";0.91644
"manana pierdan eafit conferencia ciclosiete consumo responsable desarrollo sostenible labelurl
";0.91644
"feminismo educacion situacion unidos trump optica historiadora joan scott labelurl
";0.91644
"tratamiento ff aa sera simetrico asuntos diferenciado charoguerra cedemocratico labelurl
";0.91644
"feminismo educacion situacion unidos trump optica historiadora joan scott labelurl
";0.91644
"hoy cantidad injusticias aberrantes delante narices parecen normales enriquepenalosa
";0.91643
"resaltamos coraje aliados regiones persistir labor defender derechos humano
";0.91642
"urbameafit invita conferencia urbanista miguel robles estrategias cohabitacion auditorio labelurl
";0.91642
"hoyeneafit ecofineafit colombiacompite invita presentacion informe nacional competitividad 201 labelurl
";0.91642
"hoy pierdan auditorio camaramedellin partir 900 be presentacion informe labelurl
";0.91641
"rt urbameafit obayashi prize trabajan hacer medellin ciudad incluyente echeverri labelurl
";0.91641
"campus crecer hoy eafit nueva casa idiomas eafitidiomas livelanguages labelurl
";0.9164
"rt camaraoriente directo siga acto presentacion observatorio competitividad oriente antioqueno labelurl
";0.9164
"proximo jueves pierdan eafit trueque literario libro abierto esperamos labelurl
";0.9164
"invitamos seguir conversacion juan luis mejia hectorabadf vivo eafitpereira labelurl
";0.91639
"pueden seguir dialogoplural comfama papel justicia construccion paz directo
";0.91639
"hoyeneafit esperamos primer festival musica camara arcos eafit falten labelurl
";0.91639
"reflexionar posibilidad construir promocionar procesos participacion comunitaria rafael tuesca labelurl
";0.91638
"noticas transparencia contexto actual cibecom2017 cibecom miami espacio pensar labelurl
";0.91638
"rector juan luis mejia da bienvenida nuevos representantes eafit labelurl
";0.91638
"rt apgguzman universidadempresa apuesta sostenibilidad regional titulo conferencia obduliovp universidadyempr
";0.91638
"aspectos da auge trump inequidad ee uu josephestiglitz elfuturodecolombia labelurl
";0.91638
"ecofineafit colombiacompite invita 20 abril presentacion informe nacional competitivid labelurl
";0.91637
"hoyeneafit esperamos partir 1000 be agora conversatorio dialogos integridad labelurl
";0.91637
"general r jose leonardo gallego panel politica global drogas foroungasscol labelurl
";0.91637
"hoyeneafit desarrolla tercera sesion catedra flipeafit libertad expresion red labelurl
";0.91637
"pi cualifica gestion investigativa eafit internamente hacia entes externos labelurl
";0.91637
"universidad eafit presente lanzamiento observatorio competitividad oriente antioqueno cc labelurl
";0.91636
"hoyeneafit esperamos conferencia consumo responsable desarrollo sostenible ciclosiete ver labelurl
";0.91636
"hoyeneafit foro importancia bosques reconstruccion ecologica esperamos 900 be
";0.91636
"comenzo rueda prensa encuentro alcaldes antioquia cumple hoy ideaantioquia labelurl
";0.91636
"recuerden 6 febrero rota picoyplacamedellin tambien aplica campus universidad eafit labelurl
";0.91636
"recuerden invitacion ecofineafit presentacion informe educacion superior america latina labelurl
";0.91636
"rt deloitteco hoy presentamos eafit sextaencuestamillennials generacionquetransforma siguenos vivo labelurl mune
";0.91635
"rt peicomovamos hoy peicomovamos presente eafit pereira taller gestion estacionamientos labelurl
";0.91635
"rector obduliovp da bienvenida estudiantes visitan opencampus2017 inicia jornada labelurl
";0.91635
"miercoles eafit continuan dialogos plurales papel justicia construccion paz
";0.91635
"poetiza katherine quinonez genealogias afrodescendientes colombia colectivo estudiantes afrour labelurl
";0.91634
"investigaciones paz participacion ciudadana universidad postconflicto 5 octubre 800 be labelurl
";0.91633
"momento desarrolla primer congreso directivos docentes liderazgo gestion cundinamarcagob labelurl
";0.91633
"rt ctaunisabana manana 700 be jornada sustentacion trabajos estudiantes maestria
";0.91633
"investigaciones paz participacion ciudadana universidad postconflicto 5 octubre 800 be labelurl
";0.91633
"eafit presentara informe productividad clave crecimiento colombia 3 agosto bloque labelurl
";0.91633
"hiciste aporte lasabanaconmocoa esperamos donaciones manana 800 be edific labelurl
";0.91633
"rt emisoraudea desarmados proyecto transmedia eafit sensibilizar construccion paz consulte labelurl
";0.91633
"conversatorio paz clave mujer reflexiones hacia postconflicto onumujerescol pazenclavemujer labelurl
";0.91633
"credibilidad construye tiempo manuelgobe decano comestrategicam iniciamos nueva cohort labelurl
";0.91632
"discucion acuerdos paz convertido tema campana politica jaimecastroc beneficiosdelapaz labelurl
";0.91632
"rt alcaldiachia noticiasdechia ciudad luna vive primera jornada vacunacion nacional labelurl
";0.91631
"olviden proximo lunes rota picoyplacamedellin tambien aplica campus eafit labelurl
";0.91631
"rt andreesgs campus escuchamos directo obduliovp rector unisabana foro universidadyempresa labelurl
";0.91631
"urosarioteescucha brindamos orientacion acompanamiento si afrontando alguna situacion violencia labelurl
";0.91631
"55 encuestados califica alimentacion hogar suficiente 59 optimista futuro labelurl
";0.9163
"rt radioclarin instalacion lacealames2016 eafit mas importantes economistas mundo medellin labelurl
";0.9163
"invitamos miercoles lanzamiento libro comunicacion transmedia leccion inaugural maestria labelurl
";0.91629
"hoyeneafit invitados leccion inaugural maestria comunicacion transmedia lanzamiento libro labelurl
";0.91629
"mclacouture debe hace trabajo coordinado universidad empresa foro larepublicaco labelurl
";0.91629
"rt apgguzman continuacion universidadyempresa apuesta sostenibilidad regional conferencia obduliovp unisabana
";0.91629
"seran 14 producciones blanco negro tomaran pantallas cineclub eafit labelurl labelurl
";0.91629
"hoyeneafit pierdan conferencia urbameafit ciudad desigual entrada libre esperamos
";0.91629
"conferencia clemencia martinez u magdalena modelo eleccion colectiva organizaciones campesinas labelurl
";0.91629
"cuaresma tiempo propicio renovarse encuentro cristo vivo palabra sacramentos labelurl
";0.91628
"hoyeneafit cumple segunda jornada congreso nacional representantes estudiantiles represeafit labelurl
";0.91628
"rt ideaantioquia equipo eafit brindamos herramientas gestion publica alcaldes antioquia labelurl
";0.91628
"rt admonuniandes webinar tener consideracion internacionalizarse america latina labelurl fecha dicie
";0.91628
"elecciones presidenciales ee uu vacios fracturas tras convencion republicana labelurl labelurl
";0.91627
"reto institucional gigantesco implica mplementacion institucionalidad compleja brucemacmaster elfuturodecolombia
";0.91627
"hoyeneafit arte juvenil tendra lugar exposicion artistica umbral 17 labelurl labelurl
";0.91627
"manana foro importancia bosques restauracion ecologica esperamos entrada libre
";0.91626
"vale pena cuestionarse si tecnologicamente posibles socialmente deseable n remolina labelurl
";0.91626
"alaire labelurl diego cediel 1130 be pradarodolfo facebook live tiem labelurl
";0.91626
"57 citas empresariales uniandes busca alianzas sector productivo 10ruedatecnnova labelurl labelurl
";0.91626
"universidad da bienvenida estudiantes eafitpereira hoy visitan campus medellin labelurl
";0.91625
"intervencion claudia martinez sistemabcol comienza encuentro sistemab emprendimiento proposi labelurl
";0.91625
"hoyeneafit ceremonia premiacion practicas inspiradoras nueva agenda urbana esperamos labelurl
";0.91625
"montesingeniero saludos puede seguir actualizaciones traves pagina cambriaeafit facebook labelurl
";0.91625
"evolucion roles market comunicaciones carlos fernando vega director revistapym labelurl
";0.91625
"fuentes moviles contribuyen mala calidad aire medellin alternativas movernos labelurl
";0.91625
"economia colombiana mas resistente inversion consumo aliciabarcena cepalonu elfuturodecolombia
";0.91624
"denominaciones origen ayudan generar desarrollo territorial vea debate respecto labelurl labelurl
";0.91624
"rt economiauandes documentoestudiantes no2 conceptos basicos explicaciones basicas propuesta paralabelurl labelurl
";0.91624
"denominaciones origen ayudan generar desarrollo territorial vea debate respecto labelurl labelurl
";0.91624
"diadelperiodista comunicacion institucional coordinadores comunicacion mario tascon consultor com labelurl
";0.91623
"momento acto posesion mesas directivas grupos estudiantiles eafit vivetusgrupos labelurl
";0.91623
"colombia futuro desarrollo turismo esencial posconflicto mclacouture foro universidadyempresa labelurl
";0.91623
"pablo navas rector andes habla quinto lugar institucion latamrankings labelurl
";0.91623
"pablo navas rector andes habla quinto lugar institucion latamrankings labelurl
";0.91623
"doctrina constitucional colombia mas desarrollada america latina david landau
";0.91622
